movieid,year,isEnglish,country,runningtime
1924755,4,T,USA,2
1924959,4,T,USA,3
1925337,4,T,USA,3
1925449,3,T,USA,3
1925477,4,T,other,2
1925610,3,T,UK,1
1926507,4,T,USA,3
1926668,4,T,USA,1
1926854,4,T,USA,2
1926866,4,T,other,2
1927003,4,T,UK,3
1927004,3,F,France,0
1927021,3,T,USA,2
1927338,4,T,USA,2
1927339,4,T,USA,2
1927950,4,T,USA,3
1928004,1,T,USA,0
1928609,4,T,USA,1
1928755,4,T,UK,2
1928940,4,T,USA,1
1929146,4,F,other,1
1929151,4,T,USA,1
1929205,4,T,USA,2
1929262,4,T,USA,3
1929431,4,T,France,3
1929514,3,T,USA,2
1930227,3,T,USA,3
1930572,4,T,USA,1
1930730,3,F,other,3
1930793,2,T,USA,3
1930810,4,T,USA,1
1930942,3,T,USA,2
1931213,4,T,USA,3
1931235,4,T,USA,1
1931489,4,T,USA,2
1931497,4,F,France,3
1931607,4,T,USA,2
1932160,3,T,USA,1
1932207,4,T,USA,1
1932235,3,T,USA,1
1932389,4,T,USA,3
1932393,4,T,USA,2
1932451,4,T,USA,1
1932817,2,T,USA,1
1932819,4,T,USA,2
1932958,4,T,USA,2
1933191,4,F,other,2
1933254,4,F,France,1
1933459,4,T,USA,2
1933552,4,T,USA,3
1933599,4,T,USA,1
1933633,4,T,USA,3
1933702,4,T,USA,3
1933830,4,T,USA,2
1934075,4,T,USA,2
1934260,4,F,other,2
1934406,4,T,other,3
1934787,4,T,other,3
1935106,4,F,other,3
1935417,4,T,USA,2
1935619,4,F,other,2
1936069,4,T,UK,2
1936394,4,T,USA,2
1936478,4,T,UK,1
1936800,4,T,USA,3
1938005,4,F,France,3
1938142,4,T,USA,2
1938743,4,T,USA,1
1939369,4,T,USA,2
1939525,4,T,USA,1
1939666,4,T,UK,2
1939754,3,T,USA,3
1939762,4,T,USA,1
1939775,4,T,USA,2
1939900,3,T,USA,1
1940096,4,T,USA,2
1940121,4,T,USA,3
1940174,4,T,USA,1
1941011,3,F,other,3
1941100,3,T,USA,2
1941271,4,T,USA,1
1941902,3,T,USA,1
1942017,4,T,USA,3
1942058,4,T,USA,3
1942083,4,T,USA,2
1942223,4,T,USA,3
1942296,4,T,USA,2
1942299,4,T,USA,1
1942625,4,T,USA,1
1942758,4,T,USA,1
1942787,4,T,USA,1
1942828,4,T,USA,1
1942898,4,T,USA,1
1943470,4,T,USA,1
1943586,4,T,USA,2
1943718,4,T,USA,2
1943961,2,T,USA,2
1944457,4,T,USA,0
1944510,4,T,UK,1
1944862,4,T,USA,1
1944905,4,T,USA,2
1945150,3,T,USA,2
1945248,4,T,USA,1
1945371,4,F,France,1
1945579,4,T,USA,3
1945589,4,T,USA,2
1945700,4,T,USA,3
1945816,2,T,USA,3
1945855,3,T,UK,3
1946023,3,T,USA,1
1946107,4,T,other,3
1946327,3,T,USA,2
1946379,3,T,UK,3
1946397,2,T,USA,1
1946463,4,T,USA,2
1946562,2,T,USA,3
1946595,4,T,other,1
1946833,4,T,USA,2
1946963,4,T,USA,2
1947355,4,T,USA,3
1948277,4,T,USA,2
1948340,4,T,UK,3
1948561,4,T,USA,2
1949144,3,T,USA,3
1949444,4,T,USA,1
1949502,2,T,USA,1
1949508,4,T,USA,3
1949526,2,T,USA,1
1949624,4,T,France,2
1950286,3,T,USA,1
1950466,4,T,USA,2
1950577,4,T,USA,3
1950688,4,T,USA,3
1950689,4,T,France,1
1950690,4,T,USA,1
1950946,4,T,USA,3
1951003,4,T,USA,3
1951279,4,T,UK,3
1951390,3,T,UK,3
1951397,4,T,USA,3
1951417,4,F,other,2
1951428,4,T,USA,3
1951931,4,T,USA,2
1951984,3,T,USA,1
1951988,3,T,USA,1
1951989,3,T,USA,1
1951990,4,T,USA,1
1951991,4,T,USA,2
1951993,4,T,USA,1
1952001,3,T,USA,2
1952054,4,T,USA,3
1952201,4,T,USA,2
1952386,4,T,USA,2
1952391,4,T,USA,2
1952490,4,T,USA,1
1952676,4,T,USA,2
1952847,4,T,USA,2
1952923,2,T,USA,3
1953106,3,T,UK,3
1953354,4,T,USA,3
1953362,4,T,USA,2
1955153,4,T,UK,3
1955207,1,T,USA,0
1955231,4,T,USA,2
1955340,2,T,USA,1
1955728,4,T,UK,3
1955747,3,T,USA,2
1955750,4,T,USA,2
1957176,3,T,USA,2
1957184,4,T,USA,3
1957472,4,F,other,1
1958267,4,T,USA,2
1959117,3,T,UK,3
1959300,4,T,USA,2
1960531,2,T,USA,3
1960768,4,T,USA,2
1961185,4,F,France,2
1962315,4,T,USA,1
1963038,2,T,USA,3
1963417,4,T,USA,1
1963479,4,T,USA,3
1963756,4,F,France,3
1963794,4,T,USA,3
1964069,4,T,USA,1
1964073,3,T,UK,3
1964074,4,T,USA,2
1964200,4,T,USA,1
1964209,4,T,UK,2
1964242,4,T,USA,2
1964339,4,T,USA,3
1964467,4,T,UK,1
1964503,4,T,USA,2
1965214,4,T,USA,3
1965236,3,T,USA,2
1965261,4,T,France,3
1965516,4,T,USA,2
1965632,4,T,USA,3
1965850,3,T,USA,3
1966241,3,T,USA,3
1966349,2,T,USA,3
1966580,4,T,other,2
1966583,4,F,other,1
1967074,4,T,USA,2
1967290,4,T,USA,1
1967379,4,T,USA,3
1967389,4,T,USA,3
1967955,4,T,USA,1
1968813,4,T,USA,3
1969187,2,T,USA,1
1969197,4,T,USA,2
1969753,4,T,USA,2
1969851,4,T,USA,3
1969868,4,T,USA,2
1970159,4,T,USA,2
1970215,4,T,USA,1
1970300,4,T,UK,1
1970338,1,T,USA,1
1970505,4,T,USA,1
1970696,4,T,USA,1
1970861,4,T,USA,0
1971093,4,T,UK,2
1971149,4,T,USA,3
1971464,2,T,USA,3
1971706,2,F,other,2
1971707,3,F,other,2
1971712,4,F,other,2
1971929,4,T,other,1
1972108,2,T,USA,1
1972287,4,T,UK,3
1972324,3,T,UK,3
1972807,4,T,USA,1
1972854,3,T,USA,2
1972884,2,T,USA,3
1973432,4,T,USA,3
1973625,4,T,USA,3
1973808,4,T,USA,2
1973922,4,T,USA,3
1974272,4,T,USA,1
1974519,4,F,other,3
1974583,1,T,USA,0
1974724,4,T,UK,1
1974984,4,F,other,2
1975181,4,T,USA,3
1975609,4,T,USA,3
1975664,2,T,USA,3
1976109,3,T,USA,2
1976319,4,T,UK,1
1976454,4,T,USA,1
1976610,3,T,USA,3
1976612,3,T,USA,3
1976643,3,T,USA,1
1976777,4,T,USA,3
1977589,3,T,USA,2
1977592,4,T,USA,2
1977857,4,T,USA,1
1978263,4,T,USA,1
1978309,4,T,USA,2
1978312,4,F,France,1
1978415,4,T,USA,2
1978778,4,T,USA,2
1978782,4,T,USA,2
1979111,4,F,other,2
1979164,1,T,USA,0
1979447,3,T,USA,2
1979839,4,T,USA,2
1979883,4,T,USA,2
1980073,2,T,USA,1
1980149,4,T,USA,1
1980267,4,T,USA,2
1980412,4,T,USA,3
1981072,4,T,UK,1
1981170,2,T,USA,3
1981506,3,T,USA,3
1982133,3,T,USA,2
1982903,4,T,USA,2
1983455,4,T,USA,1
1983617,4,F,other,2
1983859,4,T,USA,1
1984278,3,T,USA,2
1984283,4,T,USA,1
1984284,4,T,USA,2
1984305,4,T,USA,1
1984320,3,T,USA,1
1984323,3,T,USA,2
1984372,4,T,USA,2
1984593,4,F,other,1
1984751,1,T,France,0
1984763,2,T,UK,3
1984785,4,T,USA,3
1984792,4,T,UK,3
1984793,4,T,USA,3
1985138,4,F,other,2
1985443,3,T,USA,2
1985576,4,T,USA,2
1985642,3,T,USA,3
1985755,4,T,USA,1
1985793,2,T,USA,3
1986482,4,T,USA,3
1986845,4,T,USA,1
1986848,2,T,UK,2
1987088,4,F,other,0
1987126,4,T,USA,2
1987387,4,T,other,1
1987547,4,T,USA,2
1987607,4,T,USA,3
1988142,2,F,other,1
1988380,3,T,USA,1
1988448,4,T,USA,2
1988626,4,T,USA,3
1988834,4,T,USA,2
1988919,2,T,USA,2
1989616,4,T,USA,1
1989826,4,T,USA,1
1990705,4,T,USA,3
1990862,2,T,USA,1
1991064,4,T,USA,1
1991115,4,T,other,2
1991269,4,T,USA,3
1991544,4,T,other,3
1991646,4,T,USA,2
1991707,4,T,USA,2
1991951,4,T,USA,3
1991969,4,T,USA,2
1992100,3,T,USA,3
1992217,4,T,USA,3
1992315,4,T,USA,2
1992335,4,T,France,3
1992344,4,T,other,2
1992374,3,T,USA,2
1992459,4,F,other,2
1992478,4,T,USA,3
1992502,4,T,other,2
1992538,4,T,USA,2
1992600,3,T,other,1
1992682,4,T,USA,1
1992774,4,F,UK,3
1993553,4,T,USA,1
1993850,3,T,USA,2
1993913,3,T,USA,2
1994073,4,T,UK,2
1994279,4,T,other,2
1994414,4,T,UK,1
1994418,4,T,USA,1
1994419,4,T,USA,1
1994580,3,T,UK,1
1995071,4,T,USA,3
1995121,4,T,UK,3
1995178,4,T,USA,1
1995179,4,T,USA,1
1996222,3,T,USA,2
1996223,3,T,USA,2
1996227,3,T,USA,1
1996275,4,T,USA,1
1996365,2,T,USA,1
1996544,4,T,USA,2
1996888,3,F,other,0
1998427,2,T,USA,1
1998849,4,T,USA,2
1998864,4,T,UK,2
1999026,4,T,USA,2
1999095,4,T,UK,3
1999210,2,T,USA,1
1999241,3,T,USA,2
1999308,4,T,USA,1
1999581,4,T,USA,3
1999623,4,T,UK,3
1999628,4,T,other,2
1999634,4,T,USA,2
1999986,4,T,UK,3
2000130,3,T,USA,1
2001271,2,T,USA,1
2002121,3,F,France,3
2002500,3,T,USA,2
2003554,4,T,USA,2
2003869,4,F,other,2
2004240,2,T,USA,2
2004435,4,T,USA,3
2004444,4,T,UK,2
2005166,4,T,USA,3
2005202,4,T,USA,3
2005242,4,T,USA,2
2005280,4,F,other,2
2005459,4,T,USA,2
2005467,4,T,USA,3
2005469,4,T,USA,2
2005550,4,T,USA,1
2005656,4,T,other,2
2005831,4,T,USA,2
2006016,4,T,USA,2
2006320,4,T,USA,1
2006322,4,T,USA,1
2006660,4,T,USA,1
2006702,4,T,USA,1
2006796,4,T,USA,2
2006907,4,F,other,1
2006992,4,F,other,1
2007256,4,T,USA,3
2007295,4,F,other,3
2007305,4,T,USA,3
2007465,4,T,USA,3
2007522,4,T,UK,3
2007673,4,T,USA,3
2008297,3,T,UK,1
2008830,4,T,USA,0
2009281,3,T,USA,1
2009507,4,T,USA,1
2010080,4,T,other,2
2010339,4,T,USA,1
2010351,4,T,USA,2
2010417,4,T,USA,1
2010432,4,T,USA,2
2010439,4,T,USA,1
2010442,4,T,USA,2
2010567,2,T,USA,1
2010591,2,T,USA,1
2010811,3,T,USA,1
2010812,4,T,USA,2
2010861,4,T,USA,3
2011220,2,T,USA,3
2011327,3,T,UK,2
2011538,4,T,USA,3
2011835,4,T,USA,1
2012189,4,T,USA,2
2012308,3,T,USA,1
2012468,4,T,USA,3
2012474,4,T,UK,3
2012514,4,T,UK,1
2013009,4,F,other,1
2013180,3,T,USA,3
2013370,4,T,USA,1
2013847,4,T,UK,2
2014240,4,F,other,2
2014741,4,F,other,3
2014806,4,T,USA,3
2014847,4,T,USA,1
2014992,4,T,USA,2
2015145,4,T,other,1
2015664,4,T,USA,1
2016321,3,F,France,2
2016990,2,T,USA,1
2017211,4,T,USA,3
2017357,4,T,USA,1
2017615,4,T,USA,2
2017696,4,T,USA,2
2018026,4,T,USA,3
2018109,4,T,USA,1
2018119,4,T,France,1
2018220,4,T,USA,1
2018491,3,T,USA,1
2018562,4,T,UK,2
2018570,4,T,USA,1
2018634,4,T,USA,2
2019104,4,T,other,2
2019186,4,T,USA,1
2019328,2,F,other,1
2019451,3,F,other,1
2020617,3,F,other,1
2020780,4,T,USA,1
2020812,4,T,USA,3
2020856,3,T,UK,2
2021095,4,T,USA,3
2021329,4,T,USA,2
2021560,4,T,USA,2
2023079,3,F,other,3
2023205,4,F,other,3
2023228,4,T,USA,1
2023565,4,T,USA,1
2023785,3,T,UK,3
2024562,2,F,other,2
2024833,3,F,other,3
2025172,3,F,other,3
2025742,3,F,other,1
2026315,4,F,other,3
2026671,3,T,other,3
2027057,3,F,other,1
2027469,4,F,other,2
2027949,4,T,USA,2
2028072,4,T,USA,2
2028079,4,T,other,3
2028238,3,T,USA,2
2029309,4,T,UK,3
2029381,2,T,USA,3
2029975,4,T,USA,1
2030303,4,T,USA,2
2030427,4,T,USA,2
2030641,4,T,USA,3
2030843,2,T,USA,1
2031233,3,T,USA,2
2031463,4,T,USA,1
2032104,4,T,USA,1
2032173,4,T,UK,2
2032270,4,T,other,2
2032626,3,T,USA,2
2032743,4,T,USA,3
2032839,4,T,USA,1
2032879,4,T,other,3
2033355,4,F,other,3
2033854,4,T,USA,2
2034091,4,T,USA,3
2034166,4,T,USA,3
2034409,4,T,UK,2
2034464,4,T,USA,3
2034473,3,T,USA,3
2034705,4,F,France,3
2035079,3,T,other,2
2035238,4,T,USA,3
2035535,3,T,USA,3
2036706,4,F,other,0
2037379,4,F,other,2
2037451,4,T,USA,1
2037640,4,T,USA,3
2037667,4,T,UK,2
2038091,3,T,USA,1
2038757,4,T,USA,3
2038910,4,T,other,2
2039701,3,T,USA,1
2039774,4,T,USA,3
2040205,4,F,other,2
2040689,3,T,USA,3
2040763,4,T,USA,3
2040764,4,T,other,2
2040765,4,T,other,2
2041945,4,T,USA,1
2042409,2,T,USA,1
2042414,3,T,USA,1
2042417,2,T,USA,1
2042450,3,T,USA,1
2042462,4,T,USA,2
2042524,2,T,USA,0
2042532,2,T,USA,2
2042748,4,T,USA,2
2043167,4,T,USA,3
2043588,2,T,USA,3
2043628,4,T,USA,2
2044667,4,F,France,3
2044913,4,T,USA,3
2044952,4,F,France,1
2045231,4,T,France,3
2045245,4,T,USA,3
2045328,4,T,USA,2
2045876,4,T,USA,3
2046051,4,T,USA,1
2046161,4,T,USA,2
2046389,4,T,USA,2
2046586,2,T,USA,1
2046667,4,T,USA,1
2046902,4,T,France,3
2047096,2,T,UK,2
2047331,4,T,UK,1
2047593,4,T,USA,1
2047641,4,T,France,3
2048384,4,T,USA,1
2048413,4,T,USA,3
2048611,4,T,USA,2
2048619,3,T,USA,3
2048622,3,T,USA,3
2048624,3,T,USA,2
2049321,4,F,France,3
2049438,4,F,France,2
2049814,4,T,France,3
2049822,4,T,USA,1
2050120,4,T,USA,3
2050380,3,T,USA,3
2050532,4,T,USA,3
2050561,4,T,USA,2
2051069,4,T,USA,2
2052306,4,T,USA,3
2052559,4,F,other,3
2052620,4,T,USA,1
2053107,4,T,France,3
2053384,4,T,USA,2
2053502,4,T,USA,1
2053508,4,T,USA,1
2054459,4,T,other,2
2054549,4,F,other,1
2054579,4,T,USA,2
2054984,3,F,France,3
2056719,4,T,UK,3
2056752,4,T,USA,2
2056849,4,T,USA,3
2056919,4,T,USA,1
2057285,3,F,other,3
2057507,3,F,France,2
2057709,4,T,USA,2
2057859,4,T,USA,2
2057973,4,T,USA,2
2058247,4,T,USA,2
2058289,4,T,USA,3
2058442,4,T,USA,2
2058644,4,T,USA,1
2058680,4,T,USA,3
2058733,4,T,USA,1
2058950,4,T,USA,2
2059661,4,T,UK,1
2061440,3,F,other,3
2062622,4,T,USA,3
2062958,4,T,UK,3
2064107,4,T,France,3
2064709,4,F,other,3
2065922,4,F,other,3
2066931,4,F,other,2
2067104,4,T,USA,1
2067595,4,T,UK,2
2067764,4,T,USA,3
2068023,4,F,other,2
2068316,3,T,other,3
2069192,2,T,USA,2
2069265,4,T,USA,3
2069717,4,F,other,1
2070201,4,T,USA,1
2070230,4,T,USA,2
2070468,3,T,USA,2
2070548,4,T,USA,1
2070614,4,T,other,1
2070622,4,T,USA,1
2070627,4,T,USA,1
2070880,4,F,other,3
2071313,4,T,other,1
2071566,2,T,USA,1
2071578,4,T,USA,1
2071800,4,T,France,2
2071915,2,T,USA,3
2072443,3,T,USA,3
2072508,2,T,USA,2
2072510,3,T,USA,3
2072519,4,T,USA,2
2072728,4,F,other,2
2072804,4,T,USA,2
2073054,4,T,USA,3
2073156,3,F,USA,2
2073938,4,T,USA,1
2074015,4,T,USA,2
2074067,4,T,USA,3
2074106,4,T,other,1
2074187,4,T,USA,1
2074632,4,F,other,3
2075122,3,T,USA,3
2075324,3,T,USA,3
2075452,4,T,other,1
2075554,2,T,USA,1
2076744,4,F,other,3
2077306,4,F,other,1
2078652,3,F,USA,1
2078857,3,T,USA,2
2079361,4,T,USA,1
2079616,3,T,USA,1
2080444,4,T,USA,1
2080719,4,T,USA,3
2081397,4,T,UK,1
2082589,4,F,other,2
2082758,4,F,other,1
2084764,3,F,France,1
2085383,4,F,France,2
2085434,4,F,France,3
2086876,4,F,France,3
2087502,4,F,other,3
2087693,4,F,France,3
2088076,4,T,USA,3
2088141,4,T,USA,1
2088412,4,T,USA,2
2091188,3,F,other,2
2091255,4,F,France,3
2091405,3,F,France,1
2092032,4,F,France,3
2092629,4,F,France,2
2093179,4,F,France,2
2093616,4,F,France,2
2093617,4,F,France,1
2093759,4,F,other,2
2094426,3,F,France,3
2094455,2,F,France,3
2094683,3,F,other,2
2094747,4,F,France,2
2094854,4,F,other,3
2095261,3,F,other,3
2095288,4,T,other,3
2095320,4,F,other,2
2096283,3,F,other,1
2096794,3,F,France,2
2096850,3,F,France,1
2097603,3,F,other,2
2097722,2,F,France,2
2098630,3,F,France,1
2099040,4,F,other,1
2099471,4,F,France,3
2100174,4,F,other,2
2100901,2,F,France,3
2100911,4,F,France,1
2102238,4,F,other,1
2102302,4,F,France,3
2102312,4,F,other,1
2102344,4,F,France,1
2102540,4,F,other,3
2103144,4,T,UK,2
2103526,2,F,other,1
2103866,2,T,USA,1
2103908,2,T,USA,1
2103955,4,T,UK,2
2103975,4,T,USA,3
2104410,4,T,USA,1
2104759,4,F,other,3
2105754,4,T,USA,1
2106723,3,F,other,1
2106899,4,T,USA,1
2106940,4,T,USA,3
2107118,4,T,USA,2
2107343,4,T,USA,2
2107404,4,T,UK,1
2107497,4,T,USA,1
2107634,4,T,USA,2
2107847,4,F,other,3
2107892,4,T,USA,2
2108364,4,T,USA,1
2108654,2,T,USA,1
2109065,4,T,UK,2
2109077,4,T,USA,1
2109093,3,T,UK,3
2110112,3,F,France,1
2110128,4,F,France,2
2110973,4,F,France,3
2111069,4,F,other,2
2111847,4,F,France,1
2111960,3,F,France,2
2112240,4,F,France,2
2112346,4,T,France,3
2112512,4,F,other,3
2112515,4,F,France,3
2113512,3,F,France,2
2113531,4,F,other,2
2113595,3,F,other,3
2114355,3,T,France,3
2114635,3,F,France,3
2115171,4,F,France,1
2115628,4,F,France,3
2116072,4,F,other,3
2116658,4,T,USA,1
2116708,4,T,USA,1
2116736,4,T,USA,1
2116855,4,T,USA,3
2117546,4,T,USA,1
2117637,4,T,USA,3
2117874,4,T,USA,3
2119117,4,F,other,2
2119264,4,T,UK,3
2119409,4,F,France,2
2119425,4,F,France,3
2120136,4,F,France,1
2120569,2,F,France,3
2121501,3,F,France,1
2121565,4,F,France,3
2121785,4,F,France,3
2121889,3,F,France,1
2122177,3,F,France,2
2122231,4,F,France,1
2122271,4,F,France,3
2122764,4,F,France,2
2122788,4,F,France,3
2123712,4,T,other,1
2124042,4,T,USA,2
2124260,4,T,USA,1
2124355,4,T,USA,3
2124357,4,T,USA,3
2124358,4,T,USA,3
2124359,4,T,USA,3
2125443,4,T,USA,1
2125639,4,T,USA,3
2125784,4,T,UK,3
2126243,2,F,other,1
2126595,1,T,USA,0
2126772,4,T,USA,1
2127239,3,T,UK,1
2127402,4,T,USA,1
2127563,2,T,USA,2
2127575,4,T,UK,3
2127843,4,T,USA,2
2127886,4,T,other,1
2127926,4,T,USA,2
2128046,4,T,USA,2
2128569,4,T,other,1
2128890,4,T,USA,3
2128957,2,T,USA,3
2130340,4,T,USA,3
2130342,3,T,USA,3
2130419,4,T,USA,2
2130468,4,T,other,3
2130504,4,T,USA,1
2130832,2,T,USA,2
2130889,4,T,other,2
2131017,4,T,other,1
2131031,4,T,USA,2
2131225,4,T,USA,2
2131334,4,T,UK,2
2131430,4,T,USA,3
2131675,4,T,USA,1
2131729,3,T,UK,3
2132235,4,T,USA,2
2132367,4,T,USA,1
2133245,4,T,other,2
2133276,4,T,USA,1
2133416,3,T,UK,3
2133500,4,T,UK,3
2133798,3,T,USA,3
2134027,4,F,other,1
2134055,3,T,UK,3
2134058,4,T,USA,3
2134388,4,T,USA,3
2134453,3,T,USA,2
2134924,4,F,other,2
2135675,4,T,USA,3
2136104,4,T,USA,3
2136125,3,T,UK,1
2136535,4,F,other,3
2137901,4,T,USA,1
2137905,4,T,USA,2
2137970,4,T,USA,3
2138073,4,F,other,0
2138292,4,T,France,3
2138299,2,T,USA,3
2138727,4,T,USA,3
2139026,4,T,USA,1
2139396,4,T,USA,3
2139407,4,T,other,2
2139438,4,T,USA,1
2139545,4,T,USA,2
2139928,4,T,USA,3
2140029,2,T,USA,2
2140049,4,T,UK,1
2140074,4,T,USA,2
2140461,4,T,other,2
2140530,4,T,USA,1
2140712,4,T,other,1
2140806,3,T,France,1
2140811,4,T,UK,1
2140922,4,T,other,1
2140999,4,T,USA,2
2141139,2,T,USA,1
2141230,3,T,USA,3
2141393,4,T,USA,2
2141461,4,T,UK,1
2141703,4,F,France,2
2141961,4,T,USA,1
2142487,4,T,USA,2
2142714,4,F,France,3
2143749,4,T,USA,3
2144390,2,T,USA,2
2144547,4,F,other,3
2145409,4,T,France,3
2145603,2,F,other,3
2145699,4,T,USA,2
2145942,3,T,USA,3
2146691,4,T,USA,3
2146907,4,F,France,3
2146945,4,F,France,1
2147404,2,T,USA,1
2147519,3,F,other,2
2147811,3,T,USA,3
2147941,4,T,other,1
2147962,4,T,USA,3
2147992,4,T,USA,1
2148026,4,T,USA,1
2148037,3,T,other,1
2148039,3,T,other,2
2148040,4,T,other,2
2148165,4,T,UK,2
2148281,4,F,France,3
2148400,4,T,UK,3
2148608,4,T,France,3
2148848,4,T,France,1
2149158,4,T,USA,3
2150211,4,T,USA,3
2150224,3,T,USA,3
2151493,4,T,USA,2
2151499,4,T,USA,1
2151740,2,T,USA,1
2153014,4,T,USA,3
2153110,1,T,USA,3
2153283,4,T,other,2
2153421,4,F,other,1
2153457,4,T,USA,3
2153998,3,F,other,3
2154565,4,T,USA,1
2154596,4,T,USA,1
2154607,4,T,USA,2
2154630,4,T,USA,1
2154663,4,T,UK,3
2155643,3,T,USA,2
2155689,4,T,USA,2
2156231,4,T,USA,1
2156364,4,F,other,3
2156478,4,T,UK,3
2157118,3,T,USA,3
2157273,4,F,other,3
2157724,4,T,other,3
2158286,4,F,France,1
2159085,4,T,USA,1
2159258,3,T,USA,3
2159513,4,T,USA,2
2159587,4,T,USA,2
2160048,2,T,USA,1
2160308,4,T,USA,2
2160428,3,T,USA,3
2160436,4,T,USA,2
2160769,4,T,USA,1
2161122,3,T,USA,2
2161144,4,T,USA,1
2161615,4,F,other,1
2162013,4,T,USA,3
2162109,4,T,USA,2
2162762,4,T,UK,3
2162869,4,T,USA,3
2162994,3,T,USA,2
2163340,4,T,USA,2
2163370,4,T,USA,2
2163581,4,T,USA,2
2164115,3,T,USA,3
2164174,4,T,USA,2
2164328,4,T,France,2
2164624,4,T,USA,3
2164939,3,T,other,2
2164942,4,T,USA,1
2164943,4,T,other,2
2164944,3,T,USA,1
2165318,4,T,USA,2
2165411,4,F,other,2
2165624,4,T,USA,3
2165627,2,T,USA,3
2165666,2,T,USA,3
2165721,4,T,USA,2
2165765,4,T,USA,1
2165832,4,T,USA,2
2166642,4,F,other,1
2167372,2,T,USA,1
2167489,3,T,USA,1
2168103,4,T,USA,2
2168109,4,T,USA,3
2168207,4,T,USA,2
2168282,4,T,other,1
2168361,4,F,USA,3
2168402,4,T,USA,2
2168965,3,T,other,3
2169199,4,T,USA,3
2169865,4,T,USA,3
2169876,4,T,USA,3
2170415,3,T,USA,2
2170555,4,T,USA,3
2170610,4,T,other,2
2170625,2,F,other,3
